filename,size,bucket,action,reason,first_line
IMPLEMENTATION_COMPLETE_STATUS_BORDERS_NOV19.md,5767,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Implementation Complete: Tool Result Bubbles + Status Borders
IMPLEMENTATION_EVALUATION_NOV19.md,11921,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Implementation Evaluation - Tool Result Bubbles + Status Borders
IMPLEMENTATION_SUMMARY.md,12792,Scratch,git mv -> archive/timelines_and_reports/,title contains 'implementation complete',# 🎉 IMPLEMENTATION COMPLETE: Proactive Semantic Tool Search
IMPLEMENTATION_SUMMARY_DEC13_2025.md,7887,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Implementation Summary - December 13, 2025"
IMPLEMENTATION_SUMMARY_JAN21_2026.md,11971,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# Communication Hub - Immediate UI Update Implementation Summary
IMPLEMENTATION_SUMMARY_NOV18_2025.md,9606,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Implementation Summary - November 18, 2025"
INFINITE_LOOP_DETECTION_FIX_NOV25.md,8060,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Infinite Loop Detection Fix - November 25, 2025"
INFINITE_LOOP_FIX_COMPLETE_JAN27_2026.md,9436,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# Infinite Loop Fix - Complete Solution (Jan 27, 2026)"
INFINITE_LOOP_FIX_PROGRESSIVE_SEARCH_DEC5_2025.md,8769,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Infinite Loop Detection Fix - Progressive Search Support
INHOUSE_CODE_ANALYSIS_JAN18_2026.md,26761,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# InHouse Print Tools - Complete Code Analysis
INHOUSE_FIXES_COMPLETE_JAN18_2026.md,10983,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# InHouse Tools Fixes - Complete Summary
INHOUSE_KANBAN.md,50748,Suspicious,review-needed,no pattern matched - needs judgement,# 🏭 INHOUSE KANBAN - MASTER DOCUMENTATION
INHOUSE_PRINT.md,72436,Suspicious,review-needed,no pattern matched - needs judgement,# InHouse Print Integration - Complete Technical Documentation
INHOUSE_SCHEMA_FIXES_COMPLETE_JAN18_2026.md,11290,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# InHouse Print Schema Fixes - Complete Summary
INHOUSE_TOOLS_FIXES_JAN18_2026.md,10434,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# InHouse Tools Fixes - January 18, 2026"
INHOUSE_TOOLS_FIXES_JAN19_2026.md,17752,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# InHouse Print Tools - Critical Bug Fixes Applied
INHOUSE_WRAPPER_VALIDATION_COMPLETE_JAN23_2026.md,13016,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# ✅ InHouse Wrapper Validation Implementation Complete
INITIALIZATION_FIX_COMPLETE_NOV24.md,15205,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# INITIALIZATION FIX COMPLETE - Nov 24, 2025"
INLINE_HTML_DELIMITER_DEC5_2025.md,20659,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Inline Executable HTML Delimiter
INLINE_INTERACTION_IMPLEMENTATION_COMPLETE.md,6297,Scratch,git mv -> archive/timelines_and_reports/,title contains 'implementation complete',# Inline Interaction System - Implementation Complete ✅
INLINE_INTERACTION_QUICK_START.md,5876,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Inline Interaction System - Quick Start
INTEGRATION_QUICK_START.md,12928,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# AI Visualization Integration - Quick Start Guide
INTEGRATION_STATUS_COMPLETE_DEC10.md,12272,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# 🎉 SHOPIFY CALCULATOR INTEGRATION: STATUS COMPLETE
INTELLIGENCE_LAYERS_IMPLEMENTATION_PROGRESS.md,16456,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# 🧠 Intelligence Layers - Implementation Progress
INTELLIGENT_DISCOVERY_IMPLEMENTATION_COMPLETE.md,21534,Scratch,git mv -> archive/timelines_and_reports/,title contains 'implementation complete',# Intelligent Tool Discovery - Implementation Complete
INTELLIGENT_DISCOVERY_PRODUCTION_COMPLETE.md,14164,Scratch,git mv -> archive/timelines_and_reports/,title contains 'integration complete',# Intelligent Tool Discovery - Production Integration Complete
INTELLIGENT_DISCOVERY_SKIP_DESIGN.md,32734,Suspicious,review-needed,no pattern matched - needs judgement,# Intelligent Discovery Skip System - Design Document
INTELLIGENT_QUOTE_GENERATION_SYSTEM_DEC23_2025.md,17079,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# 🧠 Intelligent Quote Generation System - December 23, 2025"
INTERACTION_FRAMEWORK_GUIDE.md,33461,Suspicious,review-needed,no pattern matched - needs judgement,# 🎯 Two-Way Interaction Framework - Integration Guide
INTERACTION_FRAMEWORK_QUICK_REFERENCE.md,9346,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# 🚀 Two-Way Interaction Framework - Quick Reference
INTERNAL_DOCUMENT_MODULE.md,71680,Suspicious,review-needed,no pattern matched - needs judgement,# Internal Document Module - Complete Documentation
INVESTIGATION_COMPLETE_NOV20.md,12267,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Message Duplication Investigation - Complete Summary
INVESTIGATION_SUMMARY_NOV20.md,10724,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Investigation Summary: Message Duplication Bug
INVOICE_ML_DASHBOARD_DESIGN.md,58428,Suspicious,review-needed,no pattern matched - needs judgement,# Invoice ML Dashboard - Complete Design Specification
KAJABI_COURSE_CREATION_WORKAROUNDS.md,19918,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete guide',# Kajabi Course Creation Workarounds - Complete Guide
KAJABI_ENHANCED_INTEGRATION_COMPLETE.md,16313,Suspicious,review-needed,no pattern matched - needs judgement,# 🚀 Kajabi Enhanced Integration - Complete Documentation
KAJABI_INTEGRATION_COMPLETE.md,14763,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete implementation',# Kajabi Integration - Complete Implementation
KANBAN_404_FIX_NOV30.md,10693,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Kanban Dashboard 404 Fix - November 30, 2025"
KANBAN_MODULE_VERIFICATION.md,7544,Suspicious,review-needed,no pattern matched - needs judgement,# InHouse Kanban Module - Complete Verification
LANGCHAIN_MEMORY_VS_CHAT_HISTORY.md,9118,Suspicious,review-needed,no pattern matched - needs judgement,# LangChain Memory vs Chat History - Complete Explanation
LAZY_LOADING_OPTIMIZATION_COMPLETE.md,13927,Suspicious,review-needed,no pattern matched - needs judgement,# Lazy-Loading Optimization: AI_Agents → ValorAI Pattern
LEGACY_VB_QUOTES_TO_ORDERS_WORKFLOW.md,19859,Suspicious,review-needed,no pattern matched - needs judgement,# 🔷 Legacy VB.NET Quotes System - Complete Workflow Analysis
LIBRARY_LOADING_FIX_COMPLETE.md,6843,Suspicious,review-needed,no pattern matched - needs judgement,# Library Loading & Dev Mode Fix - Complete
LINKAGE_REALTIME_FIXES_COMPLETE.md,16489,Suspicious,review-needed,no pattern matched - needs judgement,# Thread Linkage Realtime Fixes - COMPLETE ✅
LINKAGE_SYNC_STATUS_ANALYSIS.md,22670,Suspicious,review-needed,no pattern matched - needs judgement,"# Thread Linkage Sync Status - Dec 1, 2025"
LOADING_OPTIMIZATION_PLAN.md,7580,Suspicious,review-needed,no pattern matched - needs judgement,# Loading Optimization Plan - Sequential Load Strategy
LOADING_SEQUENCE_DIAGRAM.md,16523,Suspicious,review-needed,no pattern matched - needs judgement,# 🔄 Loading Sequence Diagram - AI Agents Platform
LOCATION_NAMING_REFACTOR_ANALYSIS.md,11308,Debug,git mv -> archive/analysis_reports/,analysis/audit/research content,# Location Naming Convention Refactor Analysis
LOCK_TOGGLE_IMPLEMENTATION_COMPLETE.md,6889,Suspicious,review-needed,no pattern matched - needs judgement,# Lock/Unlock Toggle Button Implementation
LOGGER_NAMEERROR_FIX_JAN20_2026.md,5022,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# Logger NameError Fix - Production Render v11
LOGGING_SPAM_FIX_DEC1.md,8411,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Logging Spam Fix - December 1, 2025"
MAIN_CONTENT_MISSING_FIX_NOV29.md,8489,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Main Content Container Missing Fix - November 29, 2025"
MANAGER_CLASSES_IMPLEMENTATION_COMPLETE.md,5428,Suspicious,review-needed,no pattern matched - needs judgement,# Manager Classes Implementation - Complete
MANIFEST_ANALYSIS_NOV30.md,16561,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Manifest Analysis - Module Path Compatibility
MANIFEST_FIX_COMPLETE_NOV30.md,8897,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Module Manifest Fixes - COMPLETE ✅
MANUAL_TEST_THREAD_ISOLATION.md,6624,Suspicious,review-needed,no pattern matched - needs judgement,# Manual Thread Isolation Test
MARKDOWN_DEFAULT_ARCHITECTURE.md,17756,Suspicious,review-needed,no pattern matched - needs judgement,# Markdown-First Architecture - Complete Solution
MARKDOWN_EXTRACTION_DEPLOYMENT.md,6921,Runbook,keep,matches runbook pattern,# 🚀 Markdown Text Extraction - Deployment Checklist
MARKDOWN_EXTRACTION_VISUAL_EXAMPLES.md,9875,Suspicious,review-needed,no pattern matched - needs judgement,# 📸 Markdown Text Extraction - Visual Examples
MARKDOWN_RENDERING_FIX.md,8126,Suspicious,review-needed,no pattern matched - needs judgement,# Markdown Rendering Fix - Code Block Hash Symbol Issue
MARKDOWN_TEXT_EXTRACTION_COMPLETE.md,14546,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# 📝 Markdown Text Extraction - Complete Implementation
MARKDOWN_V2_FINAL_FIXES_NOV30.md,7511,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Markdown V2 - FINAL FIXES (November 30, 2025)"
MARKDOWN_V2_FIXES_VERIFICATION.md,11660,Suspicious,review-needed,no pattern matched - needs judgement,# Markdown V2 Fixes - Verification Against User Issues
MARKDOWN_V2_FORMATTING_FIXES_NOV30.md,8909,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Markdown V2 Formatting Fixes - November 30, 2025"
MASTER_CHECKLIST_COMPLETE.md,9810,Suspicious,review-needed,no pattern matched - needs judgement,# Prime Badge Double-Click Feature - Complete Master Checklist
MEMORY_CONTEXT_ANALYSIS_COMPLETE.md,24629,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete analysis',# 🧠 Memory Context (Layer 4) - Complete Analysis
MEMORY_CONTEXT_VISUAL_GUIDE.md,33325,Suspicious,review-needed,no pattern matched - needs judgement,# 🧠 Memory Context - Visual Architecture Guide
MEMORY_SEMANTIC_SEARCH_SYSTEM_DESIGN.md,32433,Suspicious,review-needed,no pattern matched - needs judgement,# Memory & Semantic Search System - Complete Architecture
MESSAGE_BUBBLE_FULLSCREEN_COMPLETE_DEC4_2025.md,10800,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Message Bubble Fullscreen Implementation - Complete ✅
MESSAGE_BUBBLE_FULLSCREEN_IMPLEMENTATION.md,9038,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Message Bubble Fullscreen View Implementation
MESSAGE_BUBBLE_RENDERING_ANALYSIS.md,31903,Suspicious,review-needed,no pattern matched - needs judgement,# Message Bubble Rendering Analysis: AI Prime vs Agent Columns
MESSAGE_BUBBLE_TOGGLE_IMPLEMENTATION.md,6685,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Message Bubble Display Toggle Controls Implementation
MESSAGE_CENTRALIZATION_PLAN.md,49487,Suspicious,review-needed,no pattern matched - needs judgement,# Message Centralization Plan
MESSAGE_CONTENT_FORMAT_FIX.md,10057,Suspicious,review-needed,no pattern matched - needs judgement,# Message Content Format Fix - Complete Solution
MESSAGE_CORRUPTION_FIX_COMPLETE_NOV22.md,10188,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Message Corruption Fix - COMPLETE ✅
MESSAGE_COUNT_FIX_COMPLETE_NOV26.md,9158,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Message Count Fix - Complete Analysis & Implementation ✅
MESSAGE_DEDUPLICATION_FIX_NOV20.md,5884,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Message Deduplication Fix - November 20, 2025"
MESSAGE_DUPLICATION_ROOT_CAUSE_ANALYSIS.md,12760,Suspicious,review-needed,no pattern matched - needs judgement,# Message Duplication Root Cause Analysis
MESSAGE_FIX_VISUAL_GUIDE.md,18161,Suspicious,review-needed,no pattern matched - needs judgement,# MESSAGE SAVE/LOAD FIX - VISUAL GUIDE
MESSAGE_FORMAT_COMPLETE_ANALYSIS.md,12425,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete analysis',# MESSAGE FORMAT COMPLETE ANALYSIS
MESSAGE_FORMAT_VISUAL_FLOW.md,20817,Suspicious,review-needed,no pattern matched - needs judgement,# MESSAGE FORMAT VISUAL FLOW
MESSAGE_PAGINATION_SCROLL_COMPLETE.md,9573,Suspicious,review-needed,no pattern matched - needs judgement,# Message Pagination with Infinite Scroll - COMPLETE ✅
MESSAGE_SAVE_ENHANCEMENT_COMPLETE.md,7748,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Message Save Enhancement - Complete Implementation
MESSAGE_SAVE_FIX_COMPLETE.md,8859,Suspicious,review-needed,no pattern matched - needs judgement,# MESSAGE SAVE/LOAD FIX - COMPLETE
MESSAGE_STORE_QUICK_START.md,11377,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# MessageStore Quick Start Guide
MESSAGE_VIEW_MODES_V2.md,8485,Suspicious,review-needed,no pattern matched - needs judgement,# Message View Modes V2 - 5 Display Options
MESSAGESTORE_MINIMAL_IMPLEMENTATION_COMPLETE.md,11892,Suspicious,review-needed,no pattern matched - needs judgement,# MessageStore Minimal Implementation - COMPLETE ✅
MESSAGING_SIDEBAR_DESIGN.md,35508,Suspicious,review-needed,no pattern matched - needs judgement,# 💬 Messaging Sidebar - Complete Design Specification
META_TOOL_TRUNCATION_FIX_NOV19.md,7218,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Meta-Tool Truncation Fix - Complete (Nov 19, 2025)"
META_TOOLS_DEPLOYMENT_STATUS_JAN21_2026.md,5594,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# Meta-Tools Deployment Status - January 21, 2026"
META_TOOLS_DUPLICATION_FIX_JAN19_2026.md,8218,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# Meta-Tools Duplication Fix - Complete
META_TOOLS_QUICK_FIX.md,1545,Suspicious,review-needed,no pattern matched - needs judgement,# META TOOLS - Quick Fix Reference Card
META_TOOLS_RENDER_FIX_DEPLOYMENT_GUIDE.md,8174,Suspicious,review-needed,no pattern matched - needs judgement,"# META-TOOLS FIX FOR RENDER PRODUCTION - January 21, 2026"
META_TOOLS_RENDER_ISSUE_JAN21_2026.md,10344,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# META-TOOLS RENDER ISSUE - January 21, 2026"
META_TOOLS_SYSTEM_PROMPT_FIX_JAN21_2026.md,8709,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# META-TOOLS SYSTEM PROMPT FIX - January 21, 2026"
META_TOOLS_USAGE_CLAUDE_AI.md,7146,Suspicious,review-needed,no pattern matched - needs judgement,# Meta Tools Usage - For Claude AI / GitHub Copilot
MICROSOFT_AUTO_REFRESH_COMPLETE.md,16524,Scratch,git mv -> archive/timelines_and_reports/,title contains 'implementation complete',# Microsoft OAuth Auto-Refresh Implementation Complete ✅
MICROSOFT_FILE_ATTACHMENTS_QUICK_REF.md,5154,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# 📧📁 **MICROSOFT + FILE ATTACHMENTS - QUICK REFERENCE**
MICROSOFT_PLATFORM_FILE_ATTACHMENTS.md,26259,Suspicious,review-needed,no pattern matched - needs judgement,# 📧🔗 **MICROSOFT PLATFORM INTEGRATION + FILE ATTACHMENTS FOR ORDERS**
MICROSOFT_TOOLS_500_ERROR_FIX.md,5737,Suspicious,review-needed,no pattern matched - needs judgement,"# Microsoft Tools 500 Error Fix - November 16, 2025"
MICROSOFT_TOOLS_WRAPPER_FIX_DEC15.md,6633,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Microsoft Tools Wrapper Fix - December 15, 2025"
MICROSOFT_WORD_MARKDOWN_ENHANCEMENT_PLAN.md,31600,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Microsoft Word Markdown Tool Enhancement Plan
MIGRATION_COMPLETE_DEC27.md,7154,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Migration Complete: 'prime' → 'unassigned'
MILESTONE_FRONTEND_COMPLETE_NOV19.md,16118,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# SYNERGY MILESTONE FRONTEND IMPLEMENTATION - COMPLETE ✅
MILESTONE_MIGRATION_PROGRESS_NOV19.md,12504,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# SYNERGY MILESTONE MIGRATION - PROGRESS REPORT
MISSING_THREAD_FIX_NOV29.md,7306,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Missing Thread Error Fix - November 29, 2025"
ML_CUSTOMER_INTELLIGENCE_SYSTEM.md,31213,Suspicious,review-needed,no pattern matched - needs judgement,# 🧠 ML-Enhanced Customer Intelligence System
ML_VS_OLD_COMPARISON.md,7842,Suspicious,review-needed,no pattern matched - needs judgement,# ML Models vs Old Approach - What Changed?
MODAL_FIX_DEC14_2025.md,4295,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# 🔧 Modal Fix - December 14, 2025"
MODULE_ANALYZER_RUNTIME_DIAGNOSTIC_NOV29.md,12567,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Module Analyzer Runtime Diagnostic Feature - November 29, 2025"
MODULE_ARCHITECTURE_PATTERNS.md,14717,Suspicious,review-needed,no pattern matched - needs judgement,# Module Architecture Patterns Analysis
MODULE_CLEANUP_COMPLETE_NOV29.md,17945,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Module System Cleanup - COMPLETE ✅
MODULE_CLEANUP_REORGANIZATION_NOV29.md,14915,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Module Loading System Cleanup & Reorganization - November 29, 2025"
MODULE_DEPLOYMENT_CONFIGURATION_GUIDE.md,15585,Scratch,git mv -> archive/timelines_and_reports/,title contains 'configuration guide',# Module Deployment Configuration Guide
MODULE_DEPLOYMENT_IMPLEMENTATION_COMPLETE.md,9961,Scratch,git mv -> archive/timelines_and_reports/,title contains 'implementation complete',# ✅ Module Deployment Configuration - IMPLEMENTATION COMPLETE
MODULE_DEPLOYMENT_QUICKSTART.md,7655,Suspicious,review-needed,no pattern matched - needs judgement,# Module Deployment Configuration - Quick Start
MODULE_DOM_GETCONTAINER_DEBUG_NOV30.md,5199,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Module DOM getContainer() Debug Fix - November 30, 2025"
MODULE_FILES_OBJECT_FIX_NOV30.md,4224,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Module Files Object Support Fix - November 30, 2025"
